gene.names	cluster
ENSMUSG00000032594	Ip6k1	2
ENSMUSG00000020321	Mdh1	2
ENSMUSG00000023949	Tcte1	2
ENSMUSG00000105290	Gm43528	2
ENSMUSG00000013701	Timm23	2
ENSMUSG00000082855	Gm14537	2
ENSMUSG00000030034	Ino80b	2
ENSMUSG00000030042	Pole4	2
ENSMUSG00000011658	Fuz	2
ENSMUSG00000027239	Mdk	2
ENSMUSG00000034467	Dynlrb2	2
ENSMUSG00000030787	Lyve1	2
ENSMUSG00000021917	Spcs1	2
ENSMUSG00000014226	Cacybp	2
ENSMUSG00000043602	Zfp3	2
ENSMUSG00000078784	Rbis	2
ENSMUSG00000023328	Ache	2
ENSMUSG00000013367	Iglon5	2
ENSMUSG00000037257	Aagab	2
ENSMUSG00000098067	Gm26943	2
ENSMUSG00000039804	Ncoa5	2
ENSMUSG00000067847	Romo1	2
ENSMUSG00000089877	Gm16102	2
ENSMUSG00000117224	Gm49940	2
ENSMUSG00000032705	Exd2	2
ENSMUSG00000068523	Gng5	2
ENSMUSG00000013997	Nit1	2
ENSMUSG00000025731	Mettl26	2
ENSMUSG00000002043	Trappc6a	2
ENSMUSG00000028099	Polr3c	2
ENSMUSG00000029993	Nfu1	2
ENSMUSG00000058440	Nrf1	2
ENSMUSG00000009563	Tor2a	2
ENSMUSG00000031371	Haus7	2
ENSMUSG00000032312	Csk	2
ENSMUSG00000047067	Dusp28	2
ENSMUSG00000060743	H3f3a	2
ENSMUSG00000027131	Emc4	2
ENSMUSG00000009293	Ube2g2	2
ENSMUSG00000078762	Haus5	2
ENSMUSG00000038390	Gpr162	2
ENSMUSG00000026879	Gsn	2
ENSMUSG00000059355	Wdr83os	2
ENSMUSG00000003234	Abcf3	2
ENSMUSG00000034201	Gas2l1	2
ENSMUSG00000049940	Pgrmc2	2
ENSMUSG00000020821	Kif1c	2
ENSMUSG00000032180	Tmed1	2
ENSMUSG00000036570	Fxyd1	2
ENSMUSG00000024026	Glo1	2
ENSMUSG00000061702	Tmem91	2
ENSMUSG00000036572	Upf3b	2
ENSMUSG00000020515	Cnot8	2
ENSMUSG00000108956	Gm45179	2
ENSMUSG00000057329	Bcl2	2
ENSMUSG00000059991	Nptx2	2
ENSMUSG00000003437	Paf1	2
ENSMUSG00000032496	Ltf	2
ENSMUSG00000024845	Tmem134	2
ENSMUSG00000029344	Tpst2	2
ENSMUSG00000024206	Rfx2	2
ENSMUSG00000074738	Fndc10	2
ENSMUSG00000032586	Traip	2
ENSMUSG00000102349	Gm37376	2
ENSMUSG00000108231	Gm4045	2
ENSMUSG00000021361	Tmem14c	2
ENSMUSG00000024222	Fkbp5	2
ENSMUSG00000052423	B4galt3	2
ENSMUSG00000003526	Prodh	2
ENSMUSG00000022721	Trmt2a	2
ENSMUSG00000041132	N4bp2l1	2
ENSMUSG00000027384	Ndufaf5	2
ENSMUSG00000022791	Tnk2	2
ENSMUSG00000032288	Imp3	2
ENSMUSG00000072844	G530011O06Rikx	2
ENSMUSG00000071072	Ptges3	2
ENSMUSG00000113941	Gm35755	2
ENSMUSG00000112543	Gm48744	2
ENSMUSG00000021024	Psma6	2
ENSMUSG00000022554	Hgh1	2
ENSMUSG00000110160	Gm45560	2
ENSMUSG00000083245	Gm11185	2
ENSMUSG00000036632	Alg5	2
ENSMUSG00000031448	Adprhl1	2
ENSMUSG00000037935	Smarce1	2
ENSMUSG00000038400	Pmepa1	2
ENSMUSG00000074268	Amy2a5	2
ENSMUSG00000028393	Alad	2
ENSMUSG00000087632	Gm6058	2
ENSMUSG00000031303	Map3k15	2
ENSMUSG00000007739	Cct4	2
ENSMUSG00000036504	Phpt1	2
ENSMUSG00000096768	Erdr1y	2
ENSMUSG00000115491	Siah1-ps2	2
ENSMUSG00000008475	Arpc5	2
ENSMUSG00000028982	Slc25a33	2
