ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,start_position,end_position,WT/WT_mean_expression,WT/FC_mean_expression,FC/FC_mean_expression,WT/VS_mean_expression,VS/VS_mean_expression,Agora_target,Cluster_ID
ENSMUSG00000033419,Snap91,20616,9,86647976,86762707,-0.0614199184193577,0.762600259837823,0.330531248925832,-0.179185869625306,-0.74291076025124,yes,2
ENSMUSG00000033423,Eri3,140546,4,117407562,117531494,-0.347478091410011,-0.395488371932106,-0.381526572150508,0.881118989468929,0.471025250253573,no,1
ENSMUSG00000033458,Fan1,330554,7,63996506,64023843,0.222849351882411,0.782272172514077,0.255277477082062,-0.552538680836965,-0.809807986843952,yes,2
ENSMUSG00000033467,Crlf2,57914,5,109702575,109706859,-0.254259271665676,-0.387118218284992,-0.316919637982012,0.459176801424462,0.657554928733743,no,1
ENSMUSG00000033475,Tomm6,66119,17,47997571,47999311,-0.126573893622621,-0.548566241481667,-0.427014462022503,0.423801679302231,0.727569484584737,no,1
ENSMUSG00000033478,Fhip2a,226252,19,57349112,57378018,-0.0731717344024076,0.634630452116587,0.434682519241937,-0.478118775648273,-0.410257789496355,no,2
ENSMUSG00000033487,Fndc3a,319448,14,72775386,72947443,0.0956711969416673,0.855421678163571,0.220091980276823,-0.376800091578637,-0.794853021662717,no,2
ENSMUSG00000033499,Larp4b,217980,13,9143917,9224487,-0.0142421504060585,0.869215989440946,0.0865995779233541,-0.873017707921382,0.014560569554334,no,2
ENSMUSG00000033526,Ppip5k1,327655,2,121141042,121185877,0.245253256900455,-0.108679664384109,0.578821338725898,-0.706018069832888,-0.202373442783364,no,2
ENSMUSG00000033565,Rbfox2,93686,15,76963190,77191204,0.0820677823300818,0.749444321248288,0.337659299270272,-0.671557579934281,-0.49671096622443,no,2
ENSMUSG00000033577,Myo6,17920,9,80072313,80219011,0.0336338128249845,0.576136456682903,0.452836187151801,-0.369327427635977,-0.670493017252228,no,2
ENSMUSG00000033618,Map3k13,71751,16,21613096,21752189,0.335228094441006,0.523667485027487,0.139861108601373,-0.712841875110774,-0.493696926704163,no,2
ENSMUSG00000033624,Pdpr,319518,8,111821262,111863706,0.0189077535434307,0.841319976072324,0.548658406290826,-0.640359605424736,-0.712597347633443,no,2
ENSMUSG00000033653,Vps8,209018,16,21241868,21463430,0.10518263217014,0.622764308181022,0.493417301021801,-0.460239394470712,-0.788114795348131,no,2
ENSMUSG00000033658,Ddx19b,234733,8,111729820,111758383,0.069869872585398,0.614024386933443,0.313611141599129,-0.751078461540268,-0.247660645105532,no,2
ENSMUSG00000033671,Cep350,74081,1,155720710,155849001,0.184273814149478,0.667633463431544,0.439552759107398,-0.782656964910303,-0.59137231043755,no,2
ENSMUSG00000033721,Vav3,57257,3,109247969,109593014,0.0213207756494958,0.606148493992701,0.262428636236928,-0.06397073812202,-0.791405374994939,no,2
ENSMUSG00000033728,Lrrc14,223664,15,76594823,76601899,-0.0231315132142622,-0.969152438244811,0.195529403424949,0.51154084976852,0.221799629989159,no,1
ENSMUSG00000033751,Gadd45gip1,102060,8,85558151,85562111,-0.300534713644382,-0.15555954671239,-0.441686958452406,0.595221317457273,0.514997641025883,no,1
ENSMUSG00000033760,Rbm4b,66704,19,4806525,4817093,0.236641789207557,0.191914166334886,0.476919529467846,-0.735450797340934,-0.331513182380558,no,2
ENSMUSG00000033769,Exoc6b,75914,6,84595469,85046495,0.0711421008556513,0.584300279639507,0.495212463831892,-0.340409508551004,-0.81491022144805,no,2
ENSMUSG00000033790,Tubgcp5,233276,7,55443902,55481425,-0.0537857123865502,0.303236032159431,0.747587437772704,-0.317258325448222,-0.61417047846103,no,2
ENSMUSG00000033792,Atp7a,11977,X,105070882,105168532,0.126978370876211,0.770725879161248,0.418169911065392,-0.55501993411291,-0.79186084855042,no,2
ENSMUSG00000033845,Mrpl15,27395,1,4843429,4855962,-0.08580094580697,-0.407089636050942,-0.512986725620317,0.487417341769145,0.548886538726755,yes,1
ENSMUSG00000033862,Cdk10,234854,8,123951581,123958989,-0.215031899779566,-0.367626791176728,-0.43487530141055,0.533585656654659,0.614586694615462,no,1
ENSMUSG00000033882,Rbm46,633285,3,82744535,82783790,0.0543276657841275,0.879801756427412,-0.235377276738626,-0.194868181621567,-0.471312900153693,no,2
ENSMUSG00000033916,Chmp2a,68953,7,12765937,12768734,-0.143810272907093,-0.70076296119418,-0.410855433316363,0.818154463770506,0.486734994894653,no,1
ENSMUSG00000033917,Gde1,56209,7,118287768,118305001,-0.185960237386042,-0.615225362924645,-0.305339351305323,0.655046789015258,0.539679560396463,no,1
ENSMUSG00000033938,Ndufb7,66916,8,84293300,84298255,-0.0817386390963261,-0.727977032275455,-0.382452582893352,0.666376076891098,0.526431404006577,no,1
ENSMUSG00000033940,Brk1,101314,6,113581733,113593912,-0.259149610406759,-0.406834175112218,-0.459519895913433,0.603757254631606,0.682205786679767,no,1
ENSMUSG00000033943,Mga,29808,2,119727709,119800062,0.182967129022515,0.502129903102316,0.511463602778536,-0.662723737460984,-0.629218085617302,no,2
ENSMUSG00000033964,Zbtb41,226470,1,139350026,139380743,0.0219177936831689,0.648862052010096,0.357915181201005,-0.456956195926996,-0.534105338562153,no,2
ENSMUSG00000034021,Pds5b,100710,5,150597204,150734155,-0.0156239011701711,0.80784355156146,0.374820294289955,-0.472973030566041,-0.61502869227416,no,2
ENSMUSG00000034024,Cct2,12461,10,116886906,116899719,-0.205551430393211,-0.375311495324347,-0.35938071001009,0.891129691287863,0.172001559291061,no,1
ENSMUSG00000034063,4930590J08Rik,381798,6,91879790,91927706,0.32886367572604,0.373088795469202,0.287456439514679,-0.752614581821523,-0.45235135272713,no,2
ENSMUSG00000034071,Zfp551,619331,7,12149080,12156678,-0.0921926777634802,0.712748117552289,0.44619656755387,-0.604788396617253,-0.33342342594016,no,2
ENSMUSG00000034088,Hdlbp,110611,1,93333662,93406537,0.177842929338959,0.648206546002337,0.59127707029688,-0.685749756448281,-0.810941774027315,no,2
ENSMUSG00000034101,Ctnnd1,12388,2,84430415,84481109,0.165915686862088,0.664755947843148,0.313115678297595,-0.685561240431735,-0.527266508730762,no,2
ENSMUSG00000034105,Meak7,74347,8,120486815,120505155,-0.298740163769292,-0.145817233918087,-0.0437953557666324,-0.102285926243481,0.802542366364667,no,1
ENSMUSG00000034111,Tmed8,382620,12,87213011,87247228,0.239084828134915,0.556745883711497,0.371556475433544,-0.726162396582231,-0.574142921489711,no,2
ENSMUSG00000034120,Srsf2,20382,11,116740727,116743920,-0.171929290436043,-0.0058023216670408,-0.632578710186408,0.31143545001608,0.627338313294945,yes,1
ENSMUSG00000034145,Tmem63c,217733,12,87068114,87136817,0.0724946126413582,0.0427925135258925,0.775104125467202,-0.728568058674608,-0.212628109646915,no,2
ENSMUSG00000034154,Ino80,68142,2,119203523,119308168,0.278737939633438,0.513905453451657,0.272121953649641,-0.995079927973064,-0.235913419032501,no,2
ENSMUSG00000034158,Lrrc58,320184,16,37688751,37709220,0.0578896480134216,0.753548435323165,0.318255545870128,-0.523784808618139,-0.586530353654945,no,2
ENSMUSG00000034160,Ogt,108155,X,100683666,100727957,0.067581712494117,0.620986167420513,0.538709580356176,-0.562555879386183,-0.663659017970124,no,2
ENSMUSG00000034163,Zfc3h1,216345,10,115220864,115268677,0.0579822064942312,0.56341704148987,0.559781924086179,-0.751956685228493,-0.425759721588342,no,2
ENSMUSG00000034165,Ccnd3,12445,17,47815976,47910616,0.132961862241415,-0.851789966456327,-0.578031619478933,0.839998694837987,0.286157134970022,no,1
ENSMUSG00000034187,Nsf,18195,11,103712608,103844882,-0.122342948650841,0.856613269050091,0.435405928935456,-0.170207830612586,-0.836326768146481,yes,2
ENSMUSG00000034190,Chmp7,105513,14,69954449,69969990,-0.156586374782454,-0.198634896252624,-0.669120653241174,0.854432272697272,0.270796524644812,no,1
ENSMUSG00000034210,Efcab14,230648,4,115594941,115634524,0.152887515257666,0.526284062299727,0.342374069875496,-0.214032578055322,-0.87832170062897,no,2
ENSMUSG00000034218,Atm,11920,9,53350449,53448040,0.144897435381323,0.627476662009526,0.60449652732284,-0.658345255912193,-0.774908723503297,no,2
ENSMUSG00000034224,Slc38a8,234788,8,120206341,120228437,-0.104097073239431,-0.834922319243614,0.0254323089619391,0.591040600763738,0.3310424277499,no,1
ENSMUSG00000034243,Golgb1,224139,16,36695502,36753447,0.122459656485216,0.595636916037322,0.289073486248208,-0.891641214931628,-0.157737176533269,no,2
ENSMUSG00000034254,Agpat1,55979,17,34823236,34832423,-0.213711808151534,-0.609665325119068,-0.301357966697045,0.893069985185144,0.341143527136213,no,1
ENSMUSG00000034259,Exosc4,109075,15,76211597,76214877,-0.21266620740339,-0.654805631703877,-0.208488931202935,0.84593215623936,0.334961133647987,no,1
ENSMUSG00000034269,Setd5,72895,6,113054326,113130396,0.140800018282337,0.428926060249408,0.658559558024945,-0.795083270257724,-0.503058541656705,no,2
ENSMUSG00000034275,Igsf9b,235086,9,27210500,27268842,0.153957920793369,0.5887159342724,0.524514449910313,-0.967368712894822,-0.366228371487032,no,2
ENSMUSG00000034295,Fhod3,225288,18,24841680,25266558,0.108407969761691,0.625619985318982,0.356384637824617,-0.465043009144409,-0.65454056230556,no,2
ENSMUSG00000034297,Med13,327987,11,86157859,86248428,0.0778272948201897,0.686526596572712,0.460767138433008,-0.552347780510171,-0.673933170716459,no,2
ENSMUSG00000034300,Fam53c,66306,18,34891959,34906813,-0.00956686114955018,0.676023430134608,0.118017334670797,-0.759722756837786,0.0387592848886815,no,2
ENSMUSG00000034312,Iqsec1,232227,6,90633070,90965667,0.130707972751479,0.363835428306688,0.533850156590213,-0.312276708254198,-0.78382820993217,no,2
ENSMUSG00000034334,Fam151b,73942,13,92586133,92620523,-0.213663690314962,-0.188786435526114,0.385406442038918,0.753074294335305,-0.591515045757484,no,1
ENSMUSG00000034341,Wbp2,22378,11,115969399,115977821,-0.158827140978506,-0.793885462395364,-0.135939170026629,0.917117458900168,0.224497548367928,no,1
ENSMUSG00000034342,Cbl,12402,9,44054273,44145346,0.119031988531532,0.826566782738429,0.298984954920353,-0.763801081258698,-0.501176071102135,yes,2
ENSMUSG00000034353,Ramp1,51801,1,91107544,91152918,-0.192074072994865,-0.345327683274968,-0.467286981320397,0.690151018738023,0.429815966658809,no,1
ENSMUSG00000034354,Mtmr3,74302,11,4430867,4544863,0.198759200707116,0.330787331025339,0.432831521493334,-0.522026139946504,-0.561855702890856,no,2
ENSMUSG00000034377,Tulp4,68842,17,6156712,6301403,0.225021856361724,0.573777685628017,0.329532623309226,-0.638350814960945,-0.610932935473606,no,2
ENSMUSG00000034402,Kcnh5,238271,12,74943994,75224106,0.0739337827438397,0.726020790325913,0.225358738827983,-0.587103179170358,-0.433158737258115,no,2
ENSMUSG00000034412,Tbc1d10a,103724,11,4136789,4165505,0.184653983115292,-0.735535447203952,-0.644613914475915,0.629528953937171,0.36618131669066,no,1
ENSMUSG00000034424,Gcsh,68133,8,117708549,117720276,-0.115042772032378,-0.410269756259565,-0.48468368092893,0.686760792682439,0.375328349207691,no,1
ENSMUSG00000034429,Zfp707,69020,15,75840972,75847717,-0.0660660596458519,-0.717494517465752,-0.214307764404005,0.307169688400345,0.680456988060886,no,1
ENSMUSG00000034432,Cops8,108679,1,90530703,90541063,0.107558322591623,-0.266145875459083,-0.753690517233334,0.790819152994338,0.0186113522076645,no,1
ENSMUSG00000034453,Polr3b,70428,10,84458156,84563042,0.0815327007385575,0.439720961025299,0.658664532698987,-0.634819762607723,-0.569604543990245,no,2
ENSMUSG00000034488,Edil3,13612,13,88969591,89471342,0.0563287303056875,0.605761219635844,0.378533427752968,-0.241431857722365,-0.790957966065108,no,2
ENSMUSG00000034557,Zfyve9,230597,4,108494663,108637995,0.152745095218871,0.495004941978098,0.470534807111584,-0.518424403386067,-0.673168850505128,no,2
ENSMUSG00000034560,Washc4,319277,10,83379616,83432337,-0.03129449437208,0.462471490487654,0.554178935683496,-0.286102098583641,-0.637243671562385,no,2
ENSMUSG00000034563,Ccpg1,72278,9,72892711,72923622,0.170624606586836,0.259715917794036,0.557138015320609,-0.897864123070125,-0.195939878421871,no,2
ENSMUSG00000034566,Atp5pd,71679,11,115306515,115310788,-0.127068951928533,-0.572796348505436,-0.525110345977454,0.586161911417895,0.68638241989773,no,1
ENSMUSG00000034573,Ptpn13,19249,5,103573058,103746169,0.0969551371825272,0.542409165425892,0.366082289042806,-0.564086802651267,-0.468875378101477,no,2
ENSMUSG00000034574,Daam1,208846,12,71877852,72039107,0.296384872031621,0.741856018583859,0.0855462429253087,-0.717521547603756,-0.566732905078778,yes,2
ENSMUSG00000034584,Exph5,320051,9,53212970,53288814,0.15872173992455,0.107573295969925,0.681635470176462,-0.67579174530283,-0.38221562438071,no,2
ENSMUSG00000034593,Myo5a,17918,9,74978297,75130970,0.0281743526163532,0.845355932156357,0.574370430832517,-0.718730527472007,-0.679854624915797,no,2
ENSMUSG00000034595,Ppp1r18,76448,17,36176485,36186488,0.241344521847747,-0.848649517706173,-0.325289681706368,0.71828582024673,-0.0374203272098077,yes,1
ENSMUSG00000034602,Mon2,67074,10,122827965,122912410,0.0714158447457587,0.71016416950515,0.388356371505269,-0.547660579084892,-0.616657342771899,no,2
ENSMUSG00000034613,Ppm1h,319468,10,122514667,122781700,0.20015499073991,0.434684584317303,0.648951704480608,-0.753127145046856,-0.64455666218623,no,2
ENSMUSG00000034636,Zyg11b,414872,4,108086921,108158293,0.104161503756169,0.742513808930655,0.468805037013833,-0.642412368574174,-0.689312958199377,no,2
ENSMUSG00000034648,Lrrn1,16979,6,107506729,107547175,-0.0354022584160879,0.652807965783541,0.415094184603707,-0.0477145238315269,-0.903833010512204,no,2
ENSMUSG00000034653,Ythdc2,240255,18,44960813,45022791,-0.0891670684532607,0.686266819494666,0.49899154292107,-0.492702237155,-0.47932485384299,no,2
ENSMUSG00000034656,Cacna1a,12286,8,85065268,85366875,0.133479682265292,0.126570711692654,0.808782843378475,-0.71314272939985,-0.445252710327761,yes,2
ENSMUSG00000034663,Bmp2k,140780,5,97145548,97239726,0.273615138381318,0.583135706074169,-0.206053719774104,-0.0963211688262757,-0.710992667468344,no,2
ENSMUSG00000034667,Xpot,73192,10,121423285,121462237,-0.175870713589451,0.868359645170574,0.321986535525884,-0.573358568143613,-0.236850560007151,no,2
ENSMUSG00000034673,Pbx2,18515,17,34810240,34816374,0.0674218749202854,-0.448010603934289,-0.637019435922264,0.464175834196024,0.465531707555573,no,1
ENSMUSG00000034681,Rnps1,19826,17,24633539,24644875,-0.316883104675735,-0.633922036421009,-0.414668151831962,0.835211107928479,0.715097677138683,no,1
ENSMUSG00000034708,Grn,14824,11,102321141,102327874,0.171133119778496,-1.00371080697136,-0.133880235300291,0.186779058572448,0.567686456839276,no,1
ENSMUSG00000034723,Tmx4,52837,2,134436105,134486065,0.122854861274282,0.723814532730088,0.17082286174847,-0.467767978707663,-0.581547545273389,no,2
ENSMUSG00000034724,Cnot6l,231464,5,96218192,96312030,0.116719383574105,0.640398759683786,0.335233090252846,-0.568579141598106,-0.557945066286133,no,2
ENSMUSG00000034731,Dgkh,380921,14,78796190,78970216,0.00909480280107939,0.681576398437452,0.506902615534768,-0.751345788632831,-0.396251097038095,no,2
ENSMUSG00000034744,Nagk,56174,6,83771964,83781000,-0.256145661056597,-0.341747685772947,-0.427554973515743,0.635523510383394,0.553555081940052,no,1
ENSMUSG00000034751,Mast4,328329,13,102868994,103471005,0.0898198269813018,0.755846620019824,0.42645193458881,-0.584906858634065,-0.691589174856882,no,2
ENSMUSG00000034755,Pcdh11x,245578,X,119199956,119820316,0.0260920286714238,0.835399938541854,0.0818991467553819,-0.39997171265208,-0.493371761274869,no,2
ENSMUSG00000034781,Gna11,14672,10,81364558,81381024,-0.106728738021494,-0.54195685504736,-0.457226869358943,0.677925312546642,0.4628706321433,no,1
ENSMUSG00000034789,Rab24,19336,13,55467556,55469759,-0.164355706110833,-0.302355119337471,-0.526271889302497,0.572211528814528,0.51884170557448,no,1
ENSMUSG00000034793,G6pc3,68401,11,102080446,102084907,-0.157601100472739,-0.480094340661508,-0.50428638631164,0.783999474006533,0.436175317072215,no,1
ENSMUSG00000034801,Sos2,20663,12,69630536,69728626,0.0884679271514876,0.68544771748109,0.402116094397069,-0.51752257078599,-0.667739470483819,no,2
ENSMUSG00000034820,Cpsf7,269061,19,10502630,10525017,0.268448833762373,-0.992890157014557,-0.346160609819111,0.241576589457948,0.544947871873507,no,1
ENSMUSG00000034832,Tet3,194388,6,83339355,83436066,0.129422174099191,0.419929977774451,0.371311398561016,-0.596371199758178,-0.386364816436358,no,2
ENSMUSG00000034868,Myl12b,67938,17,71280128,71297885,-0.234722615052989,-0.152593775895529,-0.426843942340457,0.237755409820887,0.739730736766692,no,1
ENSMUSG00000034875,Nudt19,110959,7,35246610,35255729,-0.27406582316835,-0.66422947385779,-0.319071409271409,0.862028144941457,0.545535472577585,no,1
ENSMUSG00000034880,Mrpl34,94065,8,71917603,71918391,0.0117475325940303,-0.672932760354453,-0.461477367580117,0.736162796749227,0.321611419116231,no,1
ENSMUSG00000034892,Rps29,20090,12,69204496,69205960,-0.102834226307282,-0.0319745425214058,-0.502376041821242,0.0751309317626799,0.636515003407523,no,1
ENSMUSG00000034912,Mdga2,320772,12,66512834,67269323,0.132865315940956,0.691326750417036,0.233227627180134,-0.607214184825172,-0.4922439331339,no,2
ENSMUSG00000034926,Dhcr24,74754,4,106418235,106446310,0.044037607643327,0.615604456831804,0.247713636059814,-0.160043942713778,-0.729039592151077,yes,2
ENSMUSG00000034931,Dhx8,217207,11,101623745,101658184,-0.0331520743365977,0.69026812162306,0.442127935808172,-0.626567452148123,-0.390290131725527,no,2
ENSMUSG00000034932,Mrpl54,66047,10,81100547,81102768,-0.0910294517540298,-0.716557912528352,-0.377194682977064,0.723421652243331,0.469919324454269,no,1
ENSMUSG00000034936,Arl4d,80981,11,101556367,101558658,-0.193187772531028,0.0760814801362772,-0.579320361156824,0.764448730072387,0.0832088762221183,no,1
ENSMUSG00000034940,Synrg,217030,11,83855254,83935404,0.0134727844574337,0.871301107520339,0.444563101561565,-0.76103170392474,-0.505801452331058,no,2
ENSMUSG00000034951,Cog7,233824,7,121478586,121580934,-0.0100162068162779,0.687498167633702,0.242902099780803,-0.639592981098951,-0.215987410417613,no,2
ENSMUSG00000034973,Dop1a,320615,9,86349207,86437976,0.184877399228843,0.53052455839797,0.45577190689388,-0.567498440120177,-0.698123093955595,no,2
ENSMUSG00000034974,Dapk3,13144,10,81018839,81029031,-0.110048244196026,-0.284863316302252,-0.557488819996661,0.484582312673167,0.526615641276948,no,1
ENSMUSG00000034981,Parm1,231440,5,91665474,91774753,-0.045141286731811,0.878219539472185,0.37041329318032,-0.53677840969802,-0.559672209551067,no,2
ENSMUSG00000035011,Zbtb7a,16969,10,80971054,80988829,0.026829670172221,0.0958235649683059,0.248660948702164,-0.317390758972335,-0.0660603804190576,no,2
ENSMUSG00000035027,Map2k2,26396,10,80941749,80969809,-0.0731724583824541,-0.529138496616829,-0.516192954070724,0.81205359213468,0.317234786004156,no,1
ENSMUSG00000035045,Zc3h12b,547176,X,94755284,94976243,0.0131983367328261,0.75816404678147,0.671542722628574,-0.629331820594149,-0.760291700866525,no,2
